File,Year,Workplace,Position,CleanedPosition,PlaceLat,PlaceLon,PlaceArea,PlaceCity,FullName,Gender,TotalIncome,ReporterIncome,SpouseIncome,Income1,Income2,Income3,Income4,Income5,Outcome1,Outcome2,Outcome3,RealEstateType1,RealEstateArea1,RealEstateType2,RealEstateArea2,RealEstateType3,RealEstateArea3,RealEstateType4,RealEstateArea4,RealEstateType5,RealEstateArea5,RealEstateType6,RealEstateArea6,RealEstateType7,RealEstateArea7,RealEstateType8,RealEstateArea8,RealEstateType9,RealEstateArea9,RealEstateType10,RealEstateArea10,RealEstateType11,RealEstateArea11,RealEstateType12,RealEstateArea12,RealEstateType13,RealEstateArea13,RealEstateType14,RealEstateArea14,RealEstateType15,RealEstateArea15,RealEstateType16,RealEstateArea16,RealEstateType17,RealEstateArea17,RealEstateType18,RealEstateArea18,RealEstateType19,RealEstateArea19,RealEstateType20,RealEstateArea20,RealEstateType21,RealEstateArea21,RealEstateType22,RealEstateArea22,RealEstateType23,RealEstateArea23,RealEstateType24,RealEstateArea24,RealEstateType25,RealEstateArea25,RealEstateType26,RealEstateArea26,RealEstateType27,RealEstateArea27,RealEstateType28,RealEstateArea28,RealEstateType29,RealEstateArea29,RealEstateType30,RealEstateArea30,RealEstateType31,RealEstateArea31,PropertyType1,PropertyDescription1,PropertyType2,PropertyDescription2,PropertyType3,PropertyDescription3,PropertyType4,PropertyDescription4,PropertyType5,PropertyDescription5,RelativeIncome1,RelativeIncome2,RelativeIncome3,RelativeIncome4,RelativeIncome5,RelativeIncome6,RelativeOutcome1,RelativeOutcome2,RelativeOutcome3,RelativeOutcome4,RelativeRealEstateType1,RelativeRealEstateArea1,RelativeRealEstateType2,RelativeRealEstateArea2,RelativeRealEstateType3,RelativeRealEstateArea3,RelativeRealEstateType4,RelativeRealEstateArea4,RelativeRealEstateType5,RelativeRealEstateArea5,RelativeRealEstateType6,RelativeRealEstateArea6,RelativeRealEstateType7,RelativeRealEstateArea7,RelativeRealEstateType8,RelativeRealEstateArea8,RelativeRealEstateType9,RelativeRealEstateArea9,RelativeRealEstateType10,RelativeRealEstateArea10,RelativeRealEstateType11,RelativeRealEstateArea11,RelativeRealEstateType12,RelativeRealEstateArea12,RelativeRealEstateType13,RelativeRealEstateArea13,RelativeRealEstateType14,RelativeRealEstateArea14,RelativeRealEstateType15,RelativeRealEstateArea15,RelativeRealEstateType16,RelativeRealEstateArea16,RelativeRealEstateType17,RelativeRealEstateArea17,RelativeRealEstateType18,RelativeRealEstateArea18,RelativeRealEstateType19,RelativeRealEstateArea19,RelativeRealEstateType20,RelativeRealEstateArea20,RelativeRealEstateType21,RelativeRealEstateArea21,RelativeRealEstateType22,RelativeRealEstateArea22,RelativeRealEstateType23,RelativeRealEstateArea23,RelativeRealEstateType24,RelativeRealEstateArea24,RelativeRealEstateType25,RelativeRealEstateArea25,RelativeRealEstateType26,RelativeRealEstateArea26,RelativeRealEstateType27,RelativeRealEstateArea27,RelativeRealEstateType28,RelativeRealEstateArea28,RelativeRealEstateType29,RelativeRealEstateArea29,RelativeRealEstateType30,RelativeRealEstateArea30,RelativeRealEstateType31,RelativeRealEstateArea31,RelativeRealEstateType32,RelativeRealEstateArea32,RelativePropertyType1,RelativePropertyDescription1,RelativePropertyType2,RelativePropertyDescription2,RelativePropertyType3,RelativePropertyDescription3,RelativePropertyType4,RelativePropertyDescription4,RelativePropertyType5,RelativePropertyDescription5,RelativePropertyType6,RelativePropertyDescription6,RelativePropertyType7,RelativePropertyDescription7,RelativePropertyType8,RelativePropertyDescription8,RelativePropertyType9,RelativePropertyDescription9,RelativePropertyType10,RelativePropertyDescription10
files/2015-2016/201609202033183.xlsx,2015,Мэрия города Каракол,Мэр,мэр,42.4901454,78.3974478,Иссык-Кульская область,Каракол,Калыгулов Рыскул Уркалыевич,М,481347.0,481347.0,0.0,481347.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201708060138351.xlsx,2016,Государственная инспекция по экологической и технической безопасности при Правительстве Кыргызской Республики,Статс-секретарь ,статс-секретарь,42.8432396,74.6052159,Чуйская область,Бишкек,Асылбеков Таалайбек Спартакович,М,880897.8,880897.8,0.0,"880897,8 (доходы по основному месту работы)
","","","","",-,"","",квартира,57.9,квартира,66.8,земельный участок,300.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-,-,"","","","","","","","",-,"","","","","",-,"","","",-,-,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-,-,"","","","","","","","","","","","","","","","","",""
files/2015-2016/2017091821580210.xlsx,2016,Аппарат Правительства КР,Заведующий сектором,заведующий сектором,41.20438,74.766098,Чуйская область,Бишкек,Асанкулов Женишбек Асанкулович,М,877255.0,877255.0,0.0,601 655 с.-по месту основной работы,275 600 с.-от продажи движимого имущества,"","","","","","",квартира,"77,7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201607182156256.xlsx,2015,Министерство экономики Кыргызской Республики,Заместитель министра,заместитель министра,42.8755199,74.6089375,Чуйская область,Бишкек,Тюменбаев Баккельди Рахимович,М,642144.0,642144.0,0.0,642 144 сом,"","","","","","","",дом,120,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201709191643323.xlsx,2016,Аппарат Правительства КР,Эксперт,эксперт,41.20438,74.766098,Чуйская область,Бишкек,Молтоева Анар Эсенгельдиевна,Ж,598345.4,598345.4,0.0,"598 345,40 с.-по месту основной работы","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201609262315336.xlsx,2015,Жогорку Кенеш Кыргызской Республики,Заведующий отделом,заведующий отделом,42.8772492,74.6002389,Чуйская область,Бишкек,Саргазаков Максатбек Таштанбекович,М,216000.0,216000.0,0.0,216000,"","","","","","","",дом,149,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль ,"Тойота Verossa, 2003 г.в, V-2,0","","","","","","","","","","","","","","","","","","",дом,30,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Тойота Ист,     2003 г.в","","","","","","","","","","","","","","","","","",""
files/2015-2016/201611142005021.xlsx,2015,Государственная налоговая служба при Правительстве Кыргызской Республики,Начальник УГНС по Тонскому району Иссык-Кульской обл,начальник угнс,42.8767344,74.594469,Чуйская область,Бишкек,Жылкычы уулу Талантбек,М,312121.0,312121.0,0.0,312121,"","","","","","","",дом (30%),162,земельный участок,7600,земельный участок (аренда),-,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",дом (70%),162,земельный участок,2600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2016071821282511.xlsx,2015,Министерство внутренних дел Кыргызской Республики,Экс-министр,министр,42.8807207,74.6092764,Чуйская область,Бишкек,Суранчиев Абдулда Шергазиевич,М,1200000.0,0.0,1200000.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1 200 000 сом,"","","","","","","","","",квартира,214.2,квартира,79.6,контейнер,10,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Тойота Ленд Крузер Прадо, 2012 г.в, YTEBX9FY 26/KO98137 ","","","","","","","","","","","","","","","","","",""
files/2015-2016/201608241658298.xlsx,2015,Узгенская районная государственная администрация,Глава,глава,40.7696294,73.3043657,Джалал-Абадская область,Узген,Тажибаев Аттокур Тургунбаевич,М,1749165.0,1749165.0,0.0,388 165 - з/пл,300 000 - доходы получ.от гражд.-прав.сделок,186 000 - доходы от реализации с/х продукции,"875 000 - доходы от реализации КРС, МРС","",1200000.0,"","",дом,1600.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,Тойота Хайлэндер,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2016111517220310.xlsx,2015,Мэрия города Чолпон-Ата,Вице-мэр,вице-мэр,42.6498795,77.0857616,Иссык-Кульская область,Чолпон-Ата,Байгазиев Алмаз Белекович,М,307726.0,307726.0,0.0,307726.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2016071916544212.xlsx,2015,Национальный статистический комитет Кыргызской Республики,Заместитель председателя,заместитель председателя,42.8675302,74.6038115,Чуйская область,Бишкек,Касымбеков Баисбек,М,379124.0,379124.0,0.0,379124,"","","","","","","",дом (20%),80,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201708102102580.xlsx,2016,Министерство иностранных дел Кыргызской Республики,Чрезвычайный и Полномочный Посол КР в Китайской Народной Республике,посол,42.8800996,74.6078539,Чуйская область,Бишкек,Бактыгулова Канайым Джумадиловна,Ж,2422638.0,2422638.0,0.0,2 422 638 с. - по месту основной работы,"","","","","","","",квартира,"52,2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",квартира,80,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2016071920413612.xlsx,2015,Государственное агентство связи,статс-секретарь,статс-секретарь,42.8675302,74.6038115,Чуйская область,Бишкек,Сагымбаев Абдисамат Акимович,М,815470.0,815470.0,0.0,815 470,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201608092248299.xlsx,2015,Полномочное представительство Правительства КР в Иссык-Кульской области,Руководитель аппарата,руководитель аппарата,42.1859428,77.5619419,Иссык-Кульская область,Каракол,Маликов Уланбек Кубанычбекович,М,1173645.0,323645.0,850000.0,323 645,"","","","","","","",квартира (гост.типа) (50%),17,многолетние насаждения (50%),"1,80 га","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",850 000,"","","","","","","","","",дом,100,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201708071425008.xlsx,2016,Министерство экономики Кыргызской Республики,Заместитель министра,заместитель министра,42.8755199,74.6089375,Чуйская область,Бишкек,Иманалиев Данияр Шаршенбекович  ,М,866243.7999999999,565891.08,300352.72,"565891,08 (доходы по основному месту работы)","","","","",-,"","",каркас навеса на току ,7200.0,земельная доля (с/х наз),4700.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Honda Fit, 2001, V = 1.3","","","","","","","","","300352, 72 (доходы по основному месту работы)","","","","","",844425 (договор о долевом строительстве  - квартира в строещемся доме),"","","",квартира,33.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Honda CR-V, 2007, V = 2.0","","","","","","","","","","","","","","","","","",""
files/2015-2016/2016081115430210.xlsx,2015,Московский районный суд,Судья,судья,42.8284766,74.0949834,Чуйская область,Беловодское,Алымбекова Бактыгул Турсуновна,Ж,340000.0,88000.0,252000.0,88000,"","","","","","","",квартира,62,дом,235.7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",легковой автомобиль,-,"","","","","","","","",252000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2016070722265413.xlsx,2015,Жогорку Кенеш Кыргызской Республики,Депутат,депутат,42.8772492,74.6002389,Чуйская область,Бишкек,Султанов Абдыкапар Маданбекович,М,1827388.75,984468.75,842920.0,"984 468, 75 сомов","","","","","","","",незавершенное строительство,200,другие виды недвижимости,75 сот.,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Волга ГАЗ-2410, куз.№2410471027","","","","","","","","",842 920 сомов,"","","","","","","","","",дом,90,другое нежилое помещение,45,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Тойота РАФ 4, 2005г., B0010O, JRTL112012445","","","","","","","","","","","","","","","","","",""
files/2015-2016/201709192312579.xlsx,2016,Аппарат Правительства КР,Эксперт,эксперт,41.20438,74.766098,Чуйская область,Бишкек,Урмат уулу Мират,М,633891.37,553891.37,80000.0,"553 891,37 с.-по месту основной работы","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",80 000 с.-по месту основной работы ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Хонда СРВ, 2001 г.в., V=1973","","","","","","","","","","","","","","","","","",""
files/2015-2016/201707181549490.xlsx,2016,Жогорку Кенеш Кыргызской Республики,Депутат,депутат,42.8772492,74.6002389,Чуйская область,Бишкек,Маматов Абдимуктар,М,1072752.0,935068.0,137684.0,728 940 с. - по месту основной работы,206 128 с.-пенсия,"","","","","","",дом,176,дом,256,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",78 280 с.- по месту основной работы,59 404 с. - пенсия,"","","","","","","","",квартира,137,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201608200001046.xlsx,2015,Кызыл-Кийский городской суд,Председатель,председатель,40.2608735,72.1370995,Ошская область,Кызыл-Кия,Аширов Жанышбек Сайдилаевич,М,852420.0,780420.0,72000.0,780420,"","","","","","","",участок для строительства жилого дома,800,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,Тойота Хайлендер,"","","","","","","","",72000,"","","","","","","","","",квартира,48.96,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,Мерседес Бенц,"","","","","","","","","","","","","","","","","",""
files/2015-2016/2016070721533312.xlsx,2015,Жогорку Кенеш Кыргызской Республики,Депутат,депутат,42.8772492,74.6002389,Чуйская область,Бишкек,Матраимов Искендер Исмаилович,М,4511315.23,367315.23,4144000.0,"367 315,23 сома","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4 144 000 сомов,"","","","","","","","","",торговый центр,500,дом,400,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201708241809083.xlsx,2016,Государственная администрация Тонского района Иссык-Кульской области,Руководитель аппарата,руководитель аппарата,42.1148784,76.9976079,Иссык-Кульская область,Боконбаев,Кошубаев Адилет Койчубекович,М,312936.0,283416.0,29520.0,283 416 с.-по месту основной работы ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",29 520 с.-по месту основной работы,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201608192144287.xlsx,2015,Аксыйский районный суд,И.о председателя,председатель,41.3453341,72.2221594,Джалал-Абадская область,Таш-Кумыр,Насирова Ташкан Жумабаевна,Ж,1047010.0,1047010.0,0.0,1047010,"","","","","","","",квартира,155,офис,40,земельный участок,600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2017090816461112.xlsx,2016,Мэрия гор. Каракол,Вице-мэр,вице-мэр,42.4901454,78.3974478,Иссык-Кульская область,Каракол,Орозова Гульназ Дженишевна,Ж,161245.0,101245.0,60000.0,101 245 с.-по месту основной работы,"","","","","","","",квартира,56,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",60 000 с.-по месту основной работы,"","","","","","","","","",квартира,,жилой дом,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201611142217058.xlsx,2015,Государственная таможенная служба при Правительстве Кыргызской Республики,Начальник управления,начальник управления,42.8821142,74.5976226,Чуйская область,Бишкек,Джамакеев Канатбек Сагынович,М,656371.0,656371.0,0.0,656 371,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",квартира,"183,7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2016092616331414.xlsx,2015,Аппарат Правительства Кыргызской Республики,Эксперт,эксперт,42.8800704,74.6039909,Чуйская область,Бишкек,Кыдыралиев Марат,М,835915.0,835915.0,0.0,507 671-по месту основной работы,328 244-депозитный договор,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2017091920321114.xlsx,2016,Аппарат Правительства Кыргызской Республики,Заведующий отделом,заведующий отделом,42.8800704,74.6039909,Чуйская область,Бишкек,Сагынбаев Дамир Казакович,М,1101090.0,1101090.0,0.0,904 290 с.-по месту основной работы,196 800 с.-пенсия,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автотранспорт,"Тойота,  2007г.",автотранспорт,"Лексус, 2004г.","","","","","","","","","","","","","","","","",квартира,60,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2017080602163014.xlsx,2016,Фонд по управлению государственным имуществом при Правительстве Кыргызской Республики,Экс-статс-секретарь ,статс-секретарь,42.8704203,74.5906388,Чуйская область,Бишкек,Калматов Нурбек Тойгонбекович ,М,617060.31,297449.67,319610.64,"297449,67 (доходы по основному месту работы)","","","","",-,"","",земельный участок,66 сот.,квартира,58.4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-,-,"","","","","","","","","319610,64 (доходы по основному месту работы)", ,"","","","",-,"","","",квартира,77.6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-,-,"","","","","","","","","","","","","","","","","",""
files/2015-2016/201609261537466.xlsx,2015,Аппарат Правительства  Кыргызской Республики,Экс-вице-премьер-министр,вице-премьер-министр,42.8800704,74.6039909,Чуйская область,Бишкек,Диль Валерий Исидорович,М,10351189.0,10303189.0,48000.0,996 432 -з/пл,163 931 - пенсия,9 142 826 - дивиденды,"","","","","",доля (дом/часть дома),187.0,квартира,не указано,квартира,не указано,живот.ферма,не указано,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",48000.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2016081923595012.xlsx,2015,Баткенский межрайонный суд,Председатель,председатель,40.0565523,70.8153398,Баткенская область,Баткен,Туленбаев Таирбек Абдумаликович,М,514941.0,514941.0,0.0,514941,"","","","","","","",земельный участок,600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,-,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201611151714419.xlsx,2015,Мэрия города Талас,Первый вице-мэр,первый вице-мэр,42.5220645,72.2503999,Таласская область,Талас,Койчубеков Азат Кулчороевич,М,215964.0,215964.0,0.0,215964.0,"","","","","","","",дом,74.6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Гольф-3, 1993г вып., V-1.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2017082415362215.xlsx,2016,Государственная администрация Сузакского   района Джалал-Абадской области,Первый заместитель главы,первый заместитель главы,40.9331541,72.9814877,Джалал-Абадская область,Джалал Абад,Туркбаев Торогелди Калыбекович,М,583056.0,273056.0,310000.0,273 056 с.-по месту основной работы,"","","","","","","",дом,200,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",310 000 с. - от предпринимательской деятельности,"","","","","","","","","",недостроенный жилой дом,286,киоск-ларек,-,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/2016071917473010.xlsx,2015,Государственная служба по борьбе с экономическими преступлениями при Правительстве         Кыргызской Республики,Заместитель председателя,заместитель председателя,42.8532441,74.5926664,Чуйская область,Бишкек,Абылгазиев Таалайбек Кыдыралиевич,М,570606.0,534606.0,36000.0,534606,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",36000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201607182155054.xlsx,2015,Министерство экономики Кыргызской Республики,Заместитель министра,заместитель министра,42.8755199,74.6089375,Чуйская область,Бишкек,Джунушалиев Туратбек Шаршенкулович,М,848127.9,786527.9,61600.0,"786 527,9 сом","","","","","","","",дачный участок,600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",61 600 сом,"","","","","","","","","",дачный дом,69.84,квартира,53.2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201608101552050.xlsx,2015,Октябрьский районный суд г.Бишкек,Судья,судья,42.8796081,74.605566,Чуйская область,Бишкек,Джээнбекова Альбина Бакеновна,Ж,236304.0,236304.0,0.0,236304,"","","","","","","",квартира,51.2,земельный участок,1 га,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2015-2016/201609261538441.xlsx,2015,Аппарат Правительства  Кыргызской Республики,Вице-премьер-министр,вице-премьер-министр,42.8800704,74.6039909,Чуйская область,Бишкек,Панкратов Олег Михайлович,М,973263.0,937993.0,35270.0,450 493 - з/пл,487 500 - доходы от предприн.деят.,"","","","","","",дом,80.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Тойота Харриер, 2003г вып., V-3","","","","","","","","",35270.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Хонда Инспайр, 2003г вып., V-3","","","","","","","","","","","","","","","","","",""
